scenario,window,train_start,train_end,test_start,test_end,train_trades,train_return,train_pf,test_trades,test_return,test_pf,test_dd,test_median,test_positive
S75_SL6_TP8,4,2026-07-26T13:00:00+00:00,2026-08-02T13:00:00+00:00,2026-08-02T13:00:00+00:00,2026-08-04T13:00:00+00:00,68,-16.994883372510973,0.8511384423690582,25,9.531769469013529,1.288066894734872,-18.927581404169793,-0.18800035998918202,True
S75_SL6_TP8,5,2026-07-28T13:00:00+00:00,2026-08-04T13:00:00+00:00,2026-08-04T13:00:00+00:00,2026-08-06T13:00:00+00:00,74,12.75421467120379,1.1755114779767712,20,29.686231170139067,2.2103449196884504,-15.831864806036588,2.0832358933355555,True
S75_SL6_TP8,6,2026-07-30T13:00:00+00:00,2026-08-06T13:00:00+00:00,2026-08-06T13:00:00+00:00,2026-08-08T13:00:00+00:00,83,-19.574513860850317,0.9189662765827393,22,57.92954742983978,4.154737474529124,-6.200000000000017,0.4434870299125595,True
S75_SL6_TP8,7,2026-08-01T13:00:00+00:00,2026-08-08T13:00:00+00:00,2026-08-08T13:00:00+00:00,2026-08-10T13:00:00+00:00,82,44.18757808428406,1.3565483048333846,21,36.37779294226207,2.5319370353980175,-12.702160680869412,1.1724987172909265,True
S75_SL6_TP8,8,2026-08-03T13:00:00+00:00,2026-08-10T13:00:00+00:00,2026-08-10T13:00:00+00:00,2026-08-12T13:00:00+00:00,80,179.67737356167012,2.4575924215145277,21,-4.347584402015192,0.9014962148276051,-18.195158292735456,-0.2,False
S75_SL6_TP8,9,2026-08-05T13:00:00+00:00,2026-08-12T13:00:00+00:00,2026-08-12T13:00:00+00:00,2026-08-14T13:00:00+00:00,80,-31.081524316019028,0.8129516561835786,21,22.126558243617488,1.800421013305129,-8.705875818358743,0.5462686567164312,True
S75_SL6_TP8,10,2026-08-07T13:00:00+00:00,2026-08-14T13:00:00+00:00,2026-08-14T13:00:00+00:00,2026-08-16T13:00:00+00:00,79,121.39564494078607,1.9593063491987184,23,55.72364272660546,3.3591494961320274,-6.615272605046663,0.47365269461077125,True
S75_SL6_TP8,11,2026-08-09T13:00:00+00:00,2026-08-16T13:00:00+00:00,2026-08-16T13:00:00+00:00,2026-08-18T13:00:00+00:00,80,122.8011656533588,1.9370546934601145,29,-5.473627559879491,0.9893153512123563,-30.776054462388057,-0.5006614552014452,False
S75_SL6_TP8,12,2026-08-11T13:00:00+00:00,2026-08-18T13:00:00+00:00,2026-08-18T13:00:00+00:00,2026-08-20T13:00:00+00:00,89,271.77789594370705,2.280510595842739,20,61.48113052764934,2.9189080916378214,-17.470632800000008,3.6914435904729537,True
S75_SL6_TP10,0,2026-07-18T13:00:00+00:00,2026-07-25T13:00:00+00:00,2026-07-25T13:00:00+00:00,2026-07-27T13:00:00+00:00,41,-38.95712297168389,0.5591604746454524,3,2.126332255250696,3.869357880812795,-0.7474452554744437,0.11847133757962885,True
S75_SL6_TP10,1,2026-07-20T13:00:00+00:00,2026-07-27T13:00:00+00:00,2026-07-27T13:00:00+00:00,2026-07-29T13:00:00+00:00,38,-33.55369296172235,0.5574098266441623,16,-20.343722769898896,0.40834722140644925,-26.290883279507515,-0.3396407592841931,False
S75_SL6_TP10,2,2026-07-22T13:00:00+00:00,2026-07-29T13:00:00+00:00,2026-07-29T13:00:00+00:00,2026-07-31T13:00:00+00:00,42,-52.95554971154965,0.20111495739077034,15,-0.7469654384834934,1.0188867293898027,-12.208190306330923,-0.2199740337561094,False
S75_SL6_TP10,3,2026-07-24T13:00:00+00:00,2026-07-31T13:00:00+00:00,2026-07-31T13:00:00+00:00,2026-08-02T13:00:00+00:00,51,-37.05959556804432,0.4973825227895304,19,14.90383250784102,1.6385068758265506,-14.373522568370534,-0.21699881008329075,True
S75_SL6_TP10,4,2026-07-26T13:00:00+00:00,2026-08-02T13:00:00+00:00,2026-08-02T13:00:00+00:00,2026-08-04T13:00:00+00:00,69,-44.02477860529095,0.5657391318950246,25,7.9772256367743655,1.2518016227445403,-18.430998852862945,-0.2099870168780547,True
S75_SL6_TP10,5,2026-07-28T13:00:00+00:00,2026-08-04T13:00:00+00:00,2026-08-04T13:00:00+00:00,2026-08-06T13:00:00+00:00,74,41.823213625306785,1.426491619764435,20,21.67108042766044,1.9015058724697307,-13.757214610680613,1.577666842590997,True
S75_SL6_TP10,6,2026-07-30T13:00:00+00:00,2026-08-06T13:00:00+00:00,2026-08-06T13:00:00+00:00,2026-08-08T13:00:00+00:00,80,-33.41821594647861,0.8003122322696752,23,45.52341867484002,3.1519610673846477,-6.200000000000017,-0.10843104927380481,True
S75_SL6_TP10,7,2026-08-01T13:00:00+00:00,2026-08-08T13:00:00+00:00,2026-08-08T13:00:00+00:00,2026-08-10T13:00:00+00:00,81,50.088080821167495,1.3743362565210722,20,24.616715071395202,2.134219361183038,-18.448233566812355,-0.08479262672811388,True
S75_SL6_TP10,8,2026-08-03T13:00:00+00:00,2026-08-10T13:00:00+00:00,2026-08-10T13:00:00+00:00,2026-08-12T13:00:00+00:00,76,234.92019618319895,3.03120098349992,22,-6.917950084840607,0.8574838112665536,-18.195158292735456,-0.23704186416612077,False
S75_SL6_TP10,9,2026-08-05T13:00:00+00:00,2026-08-12T13:00:00+00:00,2026-08-12T13:00:00+00:00,2026-08-14T13:00:00+00:00,81,7.97358992050381,1.1206813730738752,20,33.01076469489943,2.427817576263078,-8.705875818358743,0.9872936203936147,True
S75_SL6_TP10,10,2026-08-07T13:00:00+00:00,2026-08-14T13:00:00+00:00,2026-08-14T13:00:00+00:00,2026-08-16T13:00:00+00:00,76,151.67686009500173,2.2674335277460185,22,55.92860619384676,3.386474438717164,-6.615272605046652,0.18059640858347786,True
S75_SL6_TP10,11,2026-08-09T13:00:00+00:00,2026-08-16T13:00:00+00:00,2026-08-16T13:00:00+00:00,2026-08-18T13:00:00+00:00,76,139.21712352245174,2.127739869995513,24,12.189574666087278,1.2933878830531413,-25.539843167805664,-0.4939283183396368,True
S75_SL6_TP10,12,2026-08-11T13:00:00+00:00,2026-08-18T13:00:00+00:00,2026-08-18T13:00:00+00:00,2026-08-20T13:00:00+00:00,84,238.959634518678,2.219724844101077,19,73.52883634876815,3.224204990969721,-17.470632800000008,1.0334632876772611,True
S75_SL6_TP12,0,2026-07-18T13:00:00+00:00,2026-07-25T13:00:00+00:00,2026-07-25T13:00:00+00:00,2026-07-27T13:00:00+00:00,41,-35.56031859155182,0.6181193783908971,3,2.126332255250696,3.869357880812795,-0.7474452554744437,0.11847133757962885,True
S75_SL6_TP12,1,2026-07-20T13:00:00+00:00,2026-07-27T13:00:00+00:00,2026-07-27T13:00:00+00:00,2026-07-29T13:00:00+00:00,38,-32.34337771512352,0.5809897906552003,15,-18.64867780602405,0.46792930402107824,-26.069038607405215,-0.37921146953405743,False
S75_SL6_TP12,2,2026-07-22T13:00:00+00:00,2026-07-29T13:00:00+00:00,2026-07-29T13:00:00+00:00,2026-07-31T13:00:00+00:00,42,-52.95554971154965,0.20111495739077034,15,-4.521488780764738,0.8603023603777262,-15.592776473290238,-0.2199740337561094,False
S75_SL6_TP12,3,2026-07-24T13:00:00+00:00,2026-07-31T13:00:00+00:00,2026-07-31T13:00:00+00:00,2026-08-02T13:00:00+00:00,51,-34.978053436006874,0.541866637554313,19,22.052557520896453,1.9838191297313201,-12.223892061304431,-0.1800259662438906,True
S75_SL6_TP12,4,2026-07-26T13:00:00+00:00,2026-08-02T13:00:00+00:00,2026-08-02T13:00:00+00:00,2026-08-04T13:00:00+00:00,69,-41.58380985442215,0.6293474270239169,23,10.840341331906366,1.3521195360470324,-21.142247672844295,-0.2199740337561094,True
S75_SL6_TP12,5,2026-07-28T13:00:00+00:00,2026-08-04T13:00:00+00:00,2026-08-04T13:00:00+00:00,2026-08-06T13:00:00+00:00,71,2.2415039167996254,1.083906944374919,20,23.887311400841902,1.985766874206969,-13.757214610680624,1.577666842590997,True
S75_SL6_TP12,6,2026-07-30T13:00:00+00:00,2026-08-06T13:00:00+00:00,2026-08-06T13:00:00+00:00,2026-08-08T13:00:00+00:00,77,63.706345702218826,1.5044393113600232,20,51.65577919740891,4.4041939629792015,-6.200000000000017,0.4434870299125595,True
S75_SL6_TP12,7,2026-08-01T13:00:00+00:00,2026-08-08T13:00:00+00:00,2026-08-08T13:00:00+00:00,2026-08-10T13:00:00+00:00,80,6.3366552851584546,1.1123598280062115,20,27.97652378291675,2.1431140534963866,-20.664238904489373,-0.10642079525480225,True
S75_SL6_TP12,8,2026-08-03T13:00:00+00:00,2026-08-10T13:00:00+00:00,2026-08-10T13:00:00+00:00,2026-08-12T13:00:00+00:00,72,160.60235682800968,2.478852392014669,21,2.8826228688249467,1.1689675970003803,-18.195158292735446,-0.2,True
S75_SL6_TP12,9,2026-08-05T13:00:00+00:00,2026-08-12T13:00:00+00:00,2026-08-12T13:00:00+00:00,2026-08-14T13:00:00+00:00,81,-18.897246464807772,0.9400396706428019,21,29.350632158964274,2.029273384020445,-8.705875818358743,0.5462686567164312,True
S75_SL6_TP12,10,2026-08-07T13:00:00+00:00,2026-08-14T13:00:00+00:00,2026-08-14T13:00:00+00:00,2026-08-16T13:00:00+00:00,74,93.99009305436228,1.8838242092508188,20,62.734064670158965,4.781936621704232,-6.200000000000017,0.18059640858347786,True
S75_SL6_TP12,11,2026-08-09T13:00:00+00:00,2026-08-16T13:00:00+00:00,2026-08-16T13:00:00+00:00,2026-08-18T13:00:00+00:00,76,110.3725225245444,1.7945180803412182,24,11.40838353414686,1.2889628640223132,-19.930817523209587,-0.4939283183396368,True
S75_SL6_TP12,12,2026-08-11T13:00:00+00:00,2026-08-18T13:00:00+00:00,2026-08-18T13:00:00+00:00,2026-08-20T13:00:00+00:00,82,187.30912753298531,1.9578032863140056,17,60.39977505234568,2.9412468891499115,-22.764352467536654,0.41259706643657096,True
S75_SL6_TP15,0,2026-07-18T13:00:00+00:00,2026-07-25T13:00:00+00:00,2026-07-25T13:00:00+00:00,2026-07-27T13:00:00+00:00,41,-30.232423360547056,0.7065577340090639,3,2.126332255250696,3.869357880812795,-0.7474452554744437,0.11847133757962885,True
S75_SL6_TP15,1,2026-07-20T13:00:00+00:00,2026-07-27T13:00:00+00:00,2026-07-27T13:00:00+00:00,2026-07-29T13:00:00+00:00,38,-30.52790484522526,0.616359736671757,15,-30.969380787032406,0.11947639241103034,-34.21177805421895,-2.190950226244359,False
S75_SL6_TP15,2,2026-07-22T13:00:00+00:00,2026-07-29T13:00:00+00:00,2026-07-29T13:00:00+00:00,2026-07-31T13:00:00+00:00,42,-52.95554971154965,0.20111495739077034,14,-14.574518435581707,0.34816224722830535,-15.568750654124042,-0.21997802497076818,False
S75_SL6_TP15,3,2026-07-24T13:00:00+00:00,2026-07-31T13:00:00+00:00,2026-07-31T13:00:00+00:00,2026-08-02T13:00:00+00:00,51,-46.01292812923915,0.3947078404112261,19,32.14390535090392,2.373521271914444,-12.223892061304442,-0.1800259662438906,True
S75_SL6_TP15,4,2026-07-26T13:00:00+00:00,2026-08-02T13:00:00+00:00,2026-08-02T13:00:00+00:00,2026-08-04T13:00:00+00:00,67,-43.67777036565218,0.5753236662639706,24,-0.9156300270590112,1.0724168398505194,-27.387031445283206,-0.48977274435788565,False
S75_SL6_TP15,5,2026-07-28T13:00:00+00:00,2026-08-04T13:00:00+00:00,2026-08-04T13:00:00+00:00,2026-08-06T13:00:00+00:00,70,-3.776193088323787,1.035456669576145,20,27.211657860614036,2.112158376812826,-13.757214610680602,1.577666842590997,True
S75_SL6_TP15,6,2026-07-30T13:00:00+00:00,2026-08-06T13:00:00+00:00,2026-08-06T13:00:00+00:00,2026-08-08T13:00:00+00:00,76,39.213803983555586,1.3548857689437372,20,64.42391429660663,6.78651106414826,-6.200000000000017,0.710293046715105,True
S75_SL6_TP15,7,2026-08-01T13:00:00+00:00,2026-08-08T13:00:00+00:00,2026-08-08T13:00:00+00:00,2026-08-10T13:00:00+00:00,77,-17.64836118300803,0.9399191725532906,21,53.67708990752558,2.760064330429788,-12.914518207123859,0.030414746543772242,True
S75_SL6_TP15,8,2026-08-03T13:00:00+00:00,2026-08-10T13:00:00+00:00,2026-08-10T13:00:00+00:00,2026-08-12T13:00:00+00:00,73,114.75627803733835,2.0190056356684587,21,6.222214187685782,1.2897514080941657,-18.19515829273547,-0.2,True
S75_SL6_TP15,9,2026-08-05T13:00:00+00:00,2026-08-12T13:00:00+00:00,2026-08-12T13:00:00+00:00,2026-08-14T13:00:00+00:00,80,-3.7208610239214734,1.0580281332417332,21,36.385664668273975,2.2456291285453953,-8.705875818358743,0.5462686567164312,True
S75_SL6_TP15,10,2026-08-07T13:00:00+00:00,2026-08-14T13:00:00+00:00,2026-08-14T13:00:00+00:00,2026-08-16T13:00:00+00:00,71,53.915085695560514,1.5683578224035961,20,65.07805629616593,6.768920564354712,-6.32196751743307,-0.15622993872190777,True
S75_SL6_TP15,11,2026-08-09T13:00:00+00:00,2026-08-16T13:00:00+00:00,2026-08-16T13:00:00+00:00,2026-08-18T13:00:00+00:00,74,157.17657528298923,2.295469873503255,21,-19.459367201852096,0.6699612117124412,-34.957602184337524,-0.8638566912539611,False
S75_SL6_TP15,12,2026-08-11T13:00:00+00:00,2026-08-18T13:00:00+00:00,2026-08-18T13:00:00+00:00,2026-08-20T13:00:00+00:00,79,394.92706610450455,2.7231176530573618,17,88.02009247785362,3.6114108145126127,-22.764352467536654,0.41259706643657096,True
S78_SL4_TP8,0,2026-07-18T13:00:00+00:00,2026-07-25T13:00:00+00:00,2026-07-25T13:00:00+00:00,2026-07-27T13:00:00+00:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,False
S78_SL4_TP8,1,2026-07-20T13:00:00+00:00,2026-07-27T13:00:00+00:00,2026-07-27T13:00:00+00:00,2026-07-29T13:00:00+00:00,0,0.0,0.0,19,-24.709751120252953,0.2776419306324459,-28.845378049683703,-0.3000700490343287,False
S78_SL4_TP8,2,2026-07-22T13:00:00+00:00,2026-07-29T13:00:00+00:00,2026-07-29T13:00:00+00:00,2026-07-31T13:00:00+00:00,27,-17.413297674542605,0.515463234521793,18,-7.596971399480501,0.775009243510301,-20.48506940933743,-0.2299710280727339,False
S78_SL4_TP8,3,2026-07-24T13:00:00+00:00,2026-07-31T13:00:00+00:00,2026-07-31T13:00:00+00:00,2026-08-02T13:00:00+00:00,49,-24.070008530845,0.678027701536353,17,19.776499157344517,2.3836362973896237,-12.506224813845247,-0.1800259662438906,True
S78_SL4_TP8,4,2026-07-26T13:00:00+00:00,2026-08-02T13:00:00+00:00,2026-08-02T13:00:00+00:00,2026-08-04T13:00:00+00:00,74,-28.940428031108922,0.741149097286301,22,20.62392224614962,1.7987586184292017,-8.223599999999998,0.17222462634858288,True
S78_SL4_TP8,5,2026-07-28T13:00:00+00:00,2026-08-04T13:00:00+00:00,2026-08-04T13:00:00+00:00,2026-08-06T13:00:00+00:00,77,59.15657923486488,1.6157620246773392,20,36.830680912299286,2.836820164792461,-10.203600545455405,2.0832358933355555,True
S78_SL4_TP8,6,2026-07-30T13:00:00+00:00,2026-08-06T13:00:00+00:00,2026-08-06T13:00:00+00:00,2026-08-08T13:00:00+00:00,84,73.44148957132732,1.5931378551969348,22,57.9952617423126,4.309076661917958,-4.200000000000004,0.4434870299125595,True
S78_SL4_TP8,7,2026-08-01T13:00:00+00:00,2026-08-08T13:00:00+00:00,2026-08-08T13:00:00+00:00,2026-08-10T13:00:00+00:00,85,45.675937327499305,1.3855557867144754,21,23.384254872902723,1.934273138269517,-17.380362715148067,0.33619302949061697,True
S78_SL4_TP8,8,2026-08-03T13:00:00+00:00,2026-08-10T13:00:00+00:00,2026-08-10T13:00:00+00:00,2026-08-12T13:00:00+00:00,83,186.41475733840971,2.5529762068431943,23,-8.416788355800763,0.777561649072349,-22.52222092158013,-0.27408372833224154,False
S78_SL4_TP8,9,2026-08-05T13:00:00+00:00,2026-08-12T13:00:00+00:00,2026-08-12T13:00:00+00:00,2026-08-14T13:00:00+00:00,84,23.176822135752694,1.2282939454757638,21,26.39951427510536,2.035513996870223,-8.223600000000008,0.5462686567164312,True
S78_SL4_TP8,10,2026-08-07T13:00:00+00:00,2026-08-14T13:00:00+00:00,2026-08-14T13:00:00+00:00,2026-08-16T13:00:00+00:00,83,53.63916602517853,1.4551220510878675,24,74.05813078768446,4.521093383219013,-7.342539731869913,0.5677585025854583,True
S78_SL4_TP8,11,2026-08-09T13:00:00+00:00,2026-08-16T13:00:00+00:00,2026-08-16T13:00:00+00:00,2026-08-18T13:00:00+00:00,82,62.82241060443767,1.5431874352907808,28,2.1831540411372696,1.09852607672993,-19.162040234762966,-1.5674707664163843,True
S78_SL4_TP8,12,2026-08-11T13:00:00+00:00,2026-08-18T13:00:00+00:00,2026-08-18T13:00:00+00:00,2026-08-20T13:00:00+00:00,98,312.64400412105647,2.280480569670847,19,65.21037706806352,3.8204272886715183,-12.078208800000013,1.0334632876772611,True
S78_SL4_TP10,0,2026-07-18T13:00:00+00:00,2026-07-25T13:00:00+00:00,2026-07-25T13:00:00+00:00,2026-07-27T13:00:00+00:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,False
S78_SL4_TP10,1,2026-07-20T13:00:00+00:00,2026-07-27T13:00:00+00:00,2026-07-27T13:00:00+00:00,2026-07-29T13:00:00+00:00,0,0.0,0.0,19,-23.31290049168623,0.3305512250070979,-28.845378049683667,-0.3000700490343287,False
S78_SL4_TP10,2,2026-07-22T13:00:00+00:00,2026-07-29T13:00:00+00:00,2026-07-29T13:00:00+00:00,2026-07-31T13:00:00+00:00,27,-26.606622608730834,0.2738622060787408,19,-18.737123742854223,0.4683489951380657,-25.990094483473847,-0.7289097247265228,False
S78_SL4_TP10,3,2026-07-24T13:00:00+00:00,2026-07-31T13:00:00+00:00,2026-07-31T13:00:00+00:00,2026-08-02T13:00:00+00:00,49,-35.9661233346124,0.5030620086825166,18,-0.38716115133314855,1.0525887033004504,-25.768389866422737,-0.5908504050307792,False
S78_SL4_TP10,4,2026-07-26T13:00:00+00:00,2026-08-02T13:00:00+00:00,2026-08-02T13:00:00+00:00,2026-08-04T13:00:00+00:00,72,-25.454391195986748,0.7801735977896258,20,34.76528568636945,2.4620268992113394,-8.223600000000008,0.09327090585486991,True
S78_SL4_TP10,5,2026-07-28T13:00:00+00:00,2026-08-04T13:00:00+00:00,2026-08-04T13:00:00+00:00,2026-08-06T13:00:00+00:00,80,44.229048593490546,1.4377641279074436,20,21.577831821953588,1.8845826741414136,-10.905740492461625,1.577666842590997,True
S78_SL4_TP10,6,2026-07-30T13:00:00+00:00,2026-08-06T13:00:00+00:00,2026-08-06T13:00:00+00:00,2026-08-08T13:00:00+00:00,85,111.59305288076915,1.7863243773081265,23,48.20626863555615,3.577237506535454,-5.736894943698834,0.3496921723834758,True
S78_SL4_TP10,7,2026-08-01T13:00:00+00:00,2026-08-08T13:00:00+00:00,2026-08-08T13:00:00+00:00,2026-08-10T13:00:00+00:00,80,91.75419775256482,1.746961140724062,20,44.62900186838752,3.4827663205054464,-7.861148291566056,0.6014567319173494,True
S78_SL4_TP10,8,2026-08-03T13:00:00+00:00,2026-08-10T13:00:00+00:00,2026-08-10T13:00:00+00:00,2026-08-12T13:00:00+00:00,80,183.2894120330609,2.555138630596671,24,-8.977546660252356,0.7970805257867395,-22.522220921580114,-0.45562880535918704,False
S78_SL4_TP10,9,2026-08-05T13:00:00+00:00,2026-08-12T13:00:00+00:00,2026-08-12T13:00:00+00:00,2026-08-14T13:00:00+00:00,87,-0.260211193655846,1.055297044646968,20,34.7905379527345,2.571478728476203,-8.223600000000008,0.9872936203936147,True
S78_SL4_TP10,10,2026-08-07T13:00:00+00:00,2026-08-14T13:00:00+00:00,2026-08-14T13:00:00+00:00,2026-08-16T13:00:00+00:00,83,95.54744548547383,1.7078705906851042,19,53.28130505559514,4.916678035817578,-7.342539731869923,0.47365269461077125,True
S78_SL4_TP10,11,2026-08-09T13:00:00+00:00,2026-08-16T13:00:00+00:00,2026-08-16T13:00:00+00:00,2026-08-18T13:00:00+00:00,86,97.4820602506131,1.6388086970797338,28,16.215581223288833,1.3452016305833656,-15.395613850238888,-1.5674707664163843,True
S78_SL4_TP10,12,2026-08-11T13:00:00+00:00,2026-08-18T13:00:00+00:00,2026-08-18T13:00:00+00:00,2026-08-20T13:00:00+00:00,88,309.5474646805133,2.561661324010696,17,59.8753270681307,3.6702225239321518,-12.078208800000013,0.41259706643657096,True
S78_SL4_TP12,0,2026-07-18T13:00:00+00:00,2026-07-25T13:00:00+00:00,2026-07-25T13:00:00+00:00,2026-07-27T13:00:00+00:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,False
S78_SL4_TP12,1,2026-07-20T13:00:00+00:00,2026-07-27T13:00:00+00:00,2026-07-27T13:00:00+00:00,2026-07-29T13:00:00+00:00,0,0.0,0.0,19,-21.908235978070167,0.3835618575782619,-23.782642756493743,-0.3000700490343287,False
S78_SL4_TP12,2,2026-07-22T13:00:00+00:00,2026-07-29T13:00:00+00:00,2026-07-29T13:00:00+00:00,2026-07-31T13:00:00+00:00,27,-26.606622608730834,0.2738622060787408,19,-16.430279073781197,0.5507584018545426,-25.513460769016337,-0.7289097247265228,False
S78_SL4_TP12,3,2026-07-24T13:00:00+00:00,2026-07-31T13:00:00+00:00,2026-07-31T13:00:00+00:00,2026-08-02T13:00:00+00:00,49,-40.52213644235132,0.42520382395397716,18,1.9728866576392834,1.1410312291377382,-24.500813933497756,-0.36506191289654133,True
S78_SL4_TP12,4,2026-07-26T13:00:00+00:00,2026-08-02T13:00:00+00:00,2026-08-02T13:00:00+00:00,2026-08-04T13:00:00+00:00,74,-24.408546297274093,0.8203872457211389,20,21.668745462017867,1.7571871201739173,-13.984946652523767,-0.1965001749912652,True
S78_SL4_TP12,5,2026-07-28T13:00:00+00:00,2026-08-04T13:00:00+00:00,2026-08-04T13:00:00+00:00,2026-08-06T13:00:00+00:00,79,85.05192985920348,1.730925633548476,20,23.79236427772686,1.96809376200019,-10.905740492461613,1.577666842590997,True
S78_SL4_TP12,6,2026-07-30T13:00:00+00:00,2026-08-06T13:00:00+00:00,2026-08-06T13:00:00+00:00,2026-08-08T13:00:00+00:00,79,76.22044043149296,1.6428409292890784,23,77.69723540909004,4.753322998834232,-5.8688552043176685,0.5372818874416432,True
S78_SL4_TP12,7,2026-08-01T13:00:00+00:00,2026-08-08T13:00:00+00:00,2026-08-08T13:00:00+00:00,2026-08-10T13:00:00+00:00,81,63.09428071898666,1.5434811838852251,20,47.34330342759074,3.2490710724012266,-10.364836392063548,0.6014567319173494,True
S78_SL4_TP12,8,2026-08-03T13:00:00+00:00,2026-08-10T13:00:00+00:00,2026-08-10T13:00:00+00:00,2026-08-12T13:00:00+00:00,76,190.4213587932662,2.6786969053586422,23,-1.4941654551959282,1.01696094503475,-22.522220921580104,-0.27408372833224154,False
S78_SL4_TP12,9,2026-08-05T13:00:00+00:00,2026-08-12T13:00:00+00:00,2026-08-12T13:00:00+00:00,2026-08-14T13:00:00+00:00,82,21.536575205855925,1.2224024615359081,21,31.836732448040085,2.2248102947924946,-12.078208800000013,0.5462686567164312,True
S78_SL4_TP12,10,2026-08-07T13:00:00+00:00,2026-08-14T13:00:00+00:00,2026-08-14T13:00:00+00:00,2026-08-16T13:00:00+00:00,80,106.75618970980057,1.8091888623944852,21,51.20914624278381,3.2443912535402664,-7.342539731869923,-0.11245987744381553,True
S78_SL4_TP12,11,2026-08-09T13:00:00+00:00,2026-08-16T13:00:00+00:00,2026-08-16T13:00:00+00:00,2026-08-18T13:00:00+00:00,83,154.9793269510011,1.9764672994562422,28,12.996322157585993,1.2886047451414142,-17.47265923553304,-2.2131164390959968,True
S78_SL4_TP12,12,2026-08-11T13:00:00+00:00,2026-08-18T13:00:00+00:00,2026-08-18T13:00:00+00:00,2026-08-20T13:00:00+00:00,88,245.64943418767277,2.118205480173737,17,78.16329110797462,4.306520114664689,-15.963399690602653,0.41259706643657096,True
S78_SL4_TP15,0,2026-07-18T13:00:00+00:00,2026-07-25T13:00:00+00:00,2026-07-25T13:00:00+00:00,2026-07-27T13:00:00+00:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,False
S78_SL4_TP15,1,2026-07-20T13:00:00+00:00,2026-07-27T13:00:00+00:00,2026-07-27T13:00:00+00:00,2026-07-29T13:00:00+00:00,0,0.0,0.0,19,-33.08415927280076,0.0641814675698816,-34.69031463391862,-2.8592455163883757,False
S78_SL4_TP15,2,2026-07-22T13:00:00+00:00,2026-07-29T13:00:00+00:00,2026-07-29T13:00:00+00:00,2026-07-31T13:00:00+00:00,27,-26.606622608730834,0.2738622060787408,19,-33.43212262391344,0.118175405130746,-33.43212262391344,-4.199999999999992,False
S78_SL4_TP15,3,2026-07-24T13:00:00+00:00,2026-07-31T13:00:00+00:00,2026-07-31T13:00:00+00:00,2026-08-02T13:00:00+00:00,47,-46.36650620601653,0.28090801394402115,18,7.518917324292862,1.3510393376906962,-24.50081393349771,-0.36506191289654133,True
S78_SL4_TP15,4,2026-07-26T13:00:00+00:00,2026-08-02T13:00:00+00:00,2026-08-02T13:00:00+00:00,2026-08-04T13:00:00+00:00,72,-29.373547133083168,0.7591260580389455,18,25.68812935075979,2.0984796306506768,-12.0782088,-0.1965001749912652,True
S78_SL4_TP15,5,2026-07-28T13:00:00+00:00,2026-08-04T13:00:00+00:00,2026-08-04T13:00:00+00:00,2026-08-06T13:00:00+00:00,75,66.46892005637378,1.6070802759551677,20,27.1141629613868,2.0933603937883536,-10.905740492461625,1.577666842590997,True
S78_SL4_TP15,6,2026-07-30T13:00:00+00:00,2026-08-06T13:00:00+00:00,2026-08-06T13:00:00+00:00,2026-08-08T13:00:00+00:00,77,141.5121085027283,2.113817467991266,20,71.10807964944024,10.186721759031608,-4.200000000000004,0.710293046715105,True
S78_SL4_TP15,7,2026-08-01T13:00:00+00:00,2026-08-08T13:00:00+00:00,2026-08-08T13:00:00+00:00,2026-08-10T13:00:00+00:00,80,86.36208873764755,1.6733110619630327,21,51.18384153666664,2.9115040493736064,-11.327770759644352,0.030414746543772242,True
S78_SL4_TP15,8,2026-08-03T13:00:00+00:00,2026-08-10T13:00:00+00:00,2026-08-10T13:00:00+00:00,2026-08-12T13:00:00+00:00,76,196.8562935023742,2.6289111401015623,23,1.7033544051055616,1.125068059540292,-22.522220921580104,-0.27408372833224154,True
S78_SL4_TP15,9,2026-08-05T13:00:00+00:00,2026-08-12T13:00:00+00:00,2026-08-12T13:00:00+00:00,2026-08-14T13:00:00+00:00,84,88.93423438546215,1.5962263130456027,21,35.37439074271018,2.3471136735659286,-12.078208800000013,0.5462686567164312,True
S78_SL4_TP15,10,2026-08-07T13:00:00+00:00,2026-08-14T13:00:00+00:00,2026-08-14T13:00:00+00:00,2026-08-16T13:00:00+00:00,78,54.89366184739271,1.461821535925333,19,58.88928825488482,4.831563985898024,-6.32196751743307,-0.11245987744381553,True
S78_SL4_TP15,11,2026-08-09T13:00:00+00:00,2026-08-16T13:00:00+00:00,2026-08-16T13:00:00+00:00,2026-08-18T13:00:00+00:00,81,118.37993908930429,1.8914445763289804,26,-12.30576766456284,0.8582633396381405,-24.31832640408418,-3.4395580706009174,False
S78_SL4_TP15,12,2026-08-11T13:00:00+00:00,2026-08-18T13:00:00+00:00,2026-08-18T13:00:00+00:00,2026-08-20T13:00:00+00:00,85,245.7645536735959,2.2515659260312817,17,108.84242798562612,5.2609665007634865,-15.963399690602653,0.41259706643657096,True
S78_SL5_TP8,0,2026-07-18T13:00:00+00:00,2026-07-25T13:00:00+00:00,2026-07-25T13:00:00+00:00,2026-07-27T13:00:00+00:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,False
